field-0	field-1	field-2	field-3	field-4	field-5	field-6	field-7	field-8	field-9	field-10	field-11	field-12	field-13	field-14	field-15	field-16	field-17	field-18	field-19	field-20	field-21
9037638135700306694	notional-71	phase0	3361	2447	0	120	210	0	13532	317	0	0	1242	7423	0	5040	10080	0	4	8	0
9037638135700306694	notional-71	phase4	132	123	0	0	0	0	627	0	0	0	0	141	0	132	264	0	4	8	0
9037638135700306694	notional-71	phase3	480	602	0	0	0	0	2280	0	0	0	0	358	0	480	960	0	4	8	0
9037638135700306694	notional-71	phase5	192	305	0	0	0	0	870	0	0	0	0	79	0	192	384	0	4	8	0
9037638135700306694	notional-71	phase1	1562	2006	0	36	186	0	9761	0	0	0	1474	3952	0	3072	6144	0	4	8	0
9037638135700306694	notional-71	phase2	216	0	0	0	0	0	2501	502	0	0	1446	4328	0	2164	4328	0	4	8	0
5400849163240139048	notional-71	phase0	2111	2249	0	49	180	0	13532	0	13	0	1620	7638	0	3780	10080	0	3	8	0
5400849163240139048	notional-71	phase4	99	142	0	0	0	0	627	0	0	0	0	122	0	99	264	0	3	8	0
5400849163240139048	notional-71	phase3	360	720	0	0	0	0	2280	0	0	0	0	240	0	360	960	0	3	8	0
5400849163240139048	notional-71	phase5	144	288	0	0	0	0	870	0	0	0	0	96	0	144	384	0	3	8	0
5400849163240139048	notional-71	phase1	1256	1604	0	63	152	0	9761	0	0	0	985	4388	0	2304	6144	0	3	8	0
5400849163240139048	notional-71	phase2	110	240	0	0	30	0	2501	308	6	0	1205	4052	0	1623	4328	0	3	8	0
-3489648902457981884	notional-71	phase0	1695	2298	0	60	150	0	13532	0	0	0	765	7632	0	2520	10080	0	2	8	0
-3489648902457981884	notional-71	phase4	66	137	0	0	0	0	627	0	0	0	0	127	0	66	264	0	2	8	0
-3489648902457981884	notional-71	phase3	240	600	0	0	0	0	2280	0	0	0	0	360	0	240	960	0	2	8	0
-3489648902457981884	notional-71	phase5	96	205	0	0	14	0	870	0	0	0	0	165	0	96	384	0	2	8	0
-3489648902457981884	notional-71	phase1	773	1523	0	60	117	0	9761	0	0	0	703	4504	0	1536	6144	0	2	8	0
-3489648902457981884	notional-71	phase2	0	382	0	0	30	0	2501	325	32	0	757	3884	0	1082	4328	0	2	8	0
2494450821691044071	notional-71	phase0	874	2487	0	30	210	0	13532	0	0	0	356	7383	0	1260	10080	0	1	8	0
2494450821691044071	notional-71	phase4	33	37	0	0	0	0	627	0	0	0	0	227	0	33	264	0	1	8	0
2494450821691044071	notional-71	phase3	120	327	0	0	0	0	2280	0	0	0	0	633	0	120	960	0	1	8	0
2494450821691044071	notional-71	phase5	48	192	0	0	0	0	870	0	0	0	0	192	0	48	384	0	1	8	0
2494450821691044071	notional-71	phase1	360	2200	0	30	126	0	9761	0	0	0	378	3818	0	768	6144	0	1	8	0
2494450821691044071	notional-71	phase2	142	240	0	0	30	0	2501	47	0	0	352	4058	0	541	4328	0	1	8	0
3591796615750912903	notional-71	phase0	0	2481	0	0	180	0	13532	0	0	0	0	7419	0	0	10080	0	0	8	0
3591796615750912903	notional-71	phase4	0	91	0	0	0	0	627	0	0	0	0	173	0	0	264	0	0	8	0
3591796615750912903	notional-71	phase3	0	504	0	0	0	0	2280	0	0	0	0	456	0	0	960	0	0	8	0
3591796615750912903	notional-71	phase5	0	283	0	0	5	0	870	0	0	0	0	96	0	0	384	0	0	8	0
3591796615750912903	notional-71	phase1	0	1404	0	0	118	0	9761	0	0	0	0	4622	0	0	6144	0	0	8	0
3591796615750912903	notional-71	phase2	0	536	0	0	30	0	2501	0	390	0	0	3372	0	0	4328	0	0	8	0
-9024525411416476	notional-72	phase0	2528	1485	0	90	120	0	12912	217	338	0	945	4357	0	3780	6300	0	3	5	0
-9024525411416476	notional-72	phase4	99	0	0	0	6	0	792	0	0	0	0	159	0	99	165	0	3	5	0
-9024525411416476	notional-72	phase3	360	3	0	0	0	0	2880	0	0	0	0	597	0	360	600	0	3	5	0
-9024525411416476	notional-72	phase5	144	48	0	0	0	0	1110	0	0	0	0	192	0	144	240	0	3	5	0
-9024525411416476	notional-72	phase1	1529	619	0	30	30	0	8088	0	0	0	745	3191	0	2304	3840	0	3	5	0
-9024525411416476	notional-72	phase2	262	0	0	0	0	0	262	559	623	0	802	2082	0	1623	2705	0	3	5	0
446421987665120631	notional-72	phase0	1724	1362	0	60	120	0	12912	24	177	0	712	4641	0	2520	6300	0	2	5	0
446421987665120631	notional-72	phase4	66	28	0	0	5	0	792	0	0	0	0	132	0	66	165	0	2	5	0
446421987665120631	notional-72	phase3	240	3	0	0	25	0	2880	0	0	0	0	572	0	240	600	0	2	5	0
446421987665120631	notional-72	phase5	96	48	0	0	0	0	1110	0	0	0	0	192	0	96	240	0	2	5	0
446421987665120631	notional-72	phase1	723	954	0	3	81	0	8088	0	0	0	810	2805	0	1536	3840	0	2	5	0
446421987665120631	notional-72	phase2	0	0	0	0	0	0	262	432	100	0	650	2605	0	1082	2705	0	2	5	0
120868044463209695	notional-72	phase0	874	1386	0	30	90	0	12912	0	0	0	356	4824	0	1260	6300	0	1	5	0
120868044463209695	notional-72	phase4	33	85	0	0	0	0	792	0	0	0	0	80	0	33	165	0	1	5	0
120868044463209695	notional-72	phase3	120	200	0	0	60	0	2880	0	0	0	0	340	0	120	600	0	1	5	0
120868044463209695	notional-72	phase5	48	96	0	0	0	0	1110	0	0	0	0	144	0	48	240	0	1	5	0
120868044463209695	notional-72	phase1	360	388	0	3	53	0	8088	0	0	0	405	3399	0	768	3840	0	1	5	0
120868044463209695	notional-72	phase2	0	103	0	0	0	0	262	216	262	0	325	2340	0	541	2705	0	1	5	0
-4691608995028564229	notional-72	phase0	0	1390	0	0	126	0	12912	0	18	0	0	4766	0	0	6300	0	0	5	0
-4691608995028564229	notional-72	phase4	0	19	0	0	0	0	792	0	0	0	0	146	0	0	165	0	0	5	0
-4691608995028564229	notional-72	phase3	0	148	0	0	0	0	2880	0	0	0	0	452	0	0	600	0	0	5	0
-4691608995028564229	notional-72	phase5	0	96	0	0	0	0	1110	0	0	0	0	144	0	0	240	0	0	5	0
-4691608995028564229	notional-72	phase1	0	742	0	0	83	0	8088	0	0	0	0	3015	0	0	3840	0	0	5	0
-4691608995028564229	notional-72	phase2	0	103	0	0	0	0	262	0	596	0	0	2006	0	0	2705	0	0	5	0
6025726696092234657	notional-73	phase0	607	7251	1540	0	493	150	9398	2407	13000	2945	2026	43516	11745	5040	64260	16380	4	51	13
6025726696092234657	notional-73	phase4	66	462	0	0	17	0	528	66	363	151	0	841	278	132	1683	429	4	51	13
6025726696092234657	notional-73	phase3	240	1658	22	0	44	0	1920	240	1629	782	0	2789	756	480	6120	1560	4	51	13
6025726696092234657	notional-73	phase5	127	570	50	0	136	0	747	65	593	409	0	1149	165	192	2448	624	4	51	13
6025726696092234657	notional-73	phase1	1909	3487	2543	0	425	180	9564	353	1744	1109	810	33512	6152	3072	39168	9984	4	51	13
6025726696092234657	notional-73	phase2	867	739	0	0	60	0	2462	647	3582	544	650	23210	6489	2164	27591	7033	4	51	13
-5119854005757402222	notional-73	phase0	762	6751	1885	30	463	150	9398	1657	13564	3493	1331	43482	10852	3780	64260	16380	3	51	13
-5119854005757402222	notional-73	phase4	33	429	66	0	17	0	528	66	290	66	0	947	297	99	1683	429	3	51	13
-5119854005757402222	notional-73	phase3	120	1560	240	0	44	0	1920	240	1570	466	0	2946	854	360	6120	1560	3	51	13
-5119854005757402222	notional-73	phase5	102	563	82	0	105	37	747	42	695	217	0	1085	288	144	2448	624	3	51	13
-5119854005757402222	notional-73	phase1	1071	5309	1850	0	507	168	9564	164	1913	791	1069	31439	7175	2304	39168	9984	3	51	13
-5119854005757402222	notional-73	phase2	124	1526	249	0	180	30	2462	503	1903	709	996	23982	6045	1623	27591	7033	3	51	13
-2123589275328378348	notional-73	phase0	670	7336	1392	60	523	60	9398	1078	12520	3689	712	43881	11239	2520	64260	16380	2	51	13
-2123589275328378348	notional-73	phase4	0	330	198	0	17	0	528	66	528	69	0	808	162	66	1683	429	2	51	13
-2123589275328378348	notional-73	phase3	0	1200	720	0	44	0	1920	240	1817	366	0	3059	474	240	6120	1560	2	51	13
-2123589275328378348	notional-73	phase5	37	442	268	0	99	43	747	59	639	169	0	1268	144	96	2448	624	2	51	13
-2123589275328378348	notional-73	phase1	896	6074	1337	0	501	209	9564	0	1900	562	640	30693	7876	1536	39168	9984	2	51	13
-2123589275328378348	notional-73	phase2	0	909	9	0	119	0	2462	262	2762	279	820	23801	6745	1082	27591	7033	2	51	13
-205029824095718465	notional-73	phase0	335	7247	1816	30	493	120	9398	779	13194	3018	116	43326	11426	1260	64260	16380	1	51	13
-205029824095718465	notional-73	phase4	0	396	132	0	17	0	528	33	369	95	0	901	202	33	1683	429	1	51	13
-205029824095718465	notional-73	phase3	0	1462	458	0	22	22	1920	120	1586	542	0	3050	538	120	6120	1560	1	51	13
-205029824095718465	notional-73	phase5	0	603	144	0	111	31	747	48	597	217	0	1137	232	48	2448	624	1	51	13
-205029824095718465	notional-73	phase1	309	6691	1733	0	602	187	9564	459	1618	339	0	30257	7725	768	39168	9984	1	51	13
-205029824095718465	notional-73	phase2	262	916	151	0	116	0	2462	279	2475	629	0	24084	6253	541	27591	7033	1	51	13
-172503700054448971	notional-73	phase0	0	7423	1975	0	540	103	9398	0	12653	3114	0	43644	11188	0	64260	16380	0	51	13
-172503700054448971	notional-73	phase4	0	396	132	0	0	17	528	0	513	132	0	774	148	0	1683	429	0	51	13
-172503700054448971	notional-73	phase3	0	1462	458	0	52	22	1920	0	2112	556	0	2494	524	0	6120	1560	0	51	13
-172503700054448971	notional-73	phase5	0	611	136	0	104	38	747	0	717	145	0	1016	305	0	2448	624	0	51	13
-172503700054448971	notional-73	phase1	0	6387	512	0	630	90	9564	0	1347	183	0	30804	9199	0	39168	9984	0	51	13
-172503700054448971	notional-73	phase2	0	1039	0	0	95	0	2462	0	2298	586	0	24159	6447	0	27591	7033	0	51	13
5048513529398625450	notional-74	phase0	1992	6506	2600	30	480	187	24965	938	3214	1095	2080	21300	7458	5040	31500	11340	4	25	9
5048513529398625450	notional-74	phase4	132	190	33	0	4	0	1518	0	0	0	0	631	264	132	825	297	4	25	9
5048513529398625450	notional-74	phase3	480	647	120	0	116	0	5520	0	0	0	0	2237	960	480	3000	1080	4	25	9
5048513529398625450	notional-74	phase5	192	308	58	0	0	0	2166	0	0	0	0	892	374	192	1200	432	4	25	9
5048513529398625450	notional-74	phase1	1849	2164	382	48	215	25	28034	0	0	0	1175	16821	6505	3072	19200	6912	4	25	9
5048513529398625450	notional-74	phase2	0	1218	409	0	0	30	4262	0	10	4	1052	5347	1924	1052	6575	2367	4	25	9
-3074520187152991158	notional-74	phase0	1539	5930	2243	0	414	140	24965	979	3091	587	1262	22065	8370	3780	31500	11340	3	25	9
-3074520187152991158	notional-74	phase4	99	176	99	0	27	0	1518	0	0	0	0	622	198	99	825	297	3	25	9
-3074520187152991158	notional-74	phase3	360	699	274	0	93	61	5520	0	0	0	0	2208	745	360	3000	1080	3	25	9
-3074520187152991158	notional-74	phase5	144	398	48	0	23	29	2166	0	0	0	0	779	355	144	1200	432	3	25	9
-3074520187152991158	notional-74	phase1	1158	2790	591	63	267	60	28034	0	0	0	1083	16143	6261	2304	19200	6912	3	25	9
-3074520187152991158	notional-74	phase2	0	868	342	0	30	0	4262	0	7	2	789	5670	2023	789	6575	2367	3	25	9
-7895313324362054804	notional-74	phase0	1039	6722	2540	0	412	244	24965	565	2284	1031	916	22082	7525	2520	31500	11340	2	25	9
-7895313324362054804	notional-74	phase4	66	125	19	0	90	21	1518	0	0	0	0	610	257	66	825	297	2	25	9
-7895313324362054804	notional-74	phase3	240	345	158	0	69	0	5520	0	0	0	0	2586	922	240	3000	1080	2	25	9
-7895313324362054804	notional-74	phase5	96	202	144	0	25	0	2166	0	0	0	0	973	288	96	1200	432	2	25	9
-7895313324362054804	notional-74	phase1	759	1941	1052	33	154	113	28034	0	0	0	744	17105	5747	1536	19200	6912	2	25	9
-7895313324362054804	notional-74	phase2	0	678	390	0	0	30	4262	0	8	3	526	5889	1944	526	6575	2367	2	25	9
-7228467481225949165	notional-74	phase0	507	6560	2121	0	471	198	24965	97	2324	1579	656	22145	7442	1260	31500	11340	1	25	9
-7228467481225949165	notional-74	phase4	33	250	38	0	2	7	1518	0	0	0	0	573	252	33	825	297	1	25	9
-7228467481225949165	notional-74	phase3	120	764	278	0	88	0	5520	0	0	0	0	2148	802	120	3000	1080	1	25	9
-7228467481225949165	notional-74	phase5	48	298	192	0	0	0	2166	0	0	0	0	902	240	48	1200	432	1	25	9
-7228467481225949165	notional-74	phase1	363	1641	1106	0	166	101	28034	0	0	0	405	17393	5705	768	19200	6912	1	25	9
-7228467481225949165	notional-74	phase2	0	1236	130	0	30	0	4262	0	11	2	263	5298	2235	263	6575	2367	1	25	9
-3174235653988806177	notional-74	phase0	0	5465	1725	0	453	152	24965	0	3325	1939	0	22257	7524	0	31500	11340	0	25	9
-3174235653988806177	notional-74	phase4	0	137	17	0	0	0	1518	0	0	0	0	688	280	0	825	297	0	25	9
-3174235653988806177	notional-74	phase3	0	628	322	0	30	0	5520	0	0	0	0	2342	758	0	3000	1080	0	25	9
-3174235653988806177	notional-74	phase5	0	408	240	0	0	0	2166	0	0	0	0	792	192	0	1200	432	0	25	9
-3174235653988806177	notional-74	phase1	0	2875	1431	0	273	120	28034	0	0	0	0	16052	5361	0	19200	6912	0	25	9
-3174235653988806177	notional-74	phase2	0	1074	97	0	30	0	4262	0	9	3	0	5462	2267	0	6575	2367	0	25	9
-7956939543393503874	notional-75	phase0	531	0	2010	0	0	180	5514	160	0	770	569	0	5860	1260	0	8820	1	0	7
-7956939543393503874	notional-75	phase4	33	0	0	0	0	0	396	0	0	0	0	0	231	33	0	231	1	0	7
-7956939543393503874	notional-75	phase3	120	0	24	0	0	0	1440	0	0	0	0	0	816	120	0	840	1	0	7
-7956939543393503874	notional-75	phase5	48	0	48	0	0	0	534	0	0	0	0	0	288	48	0	336	1	0	7
-7956939543393503874	notional-75	phase1	363	0	263	0	0	30	4194	0	0	0	405	0	5083	768	0	5376	1	0	7
-7956939543393503874	notional-75	phase2	0	0	103	0	0	0	262	0	0	105	263	0	1633	263	0	1841	1	0	7
-7094895789698600361	notional-75	phase0	0	0	1935	0	0	150	5514	0	0	769	0	0	5966	0	0	8820	0	0	7
-7094895789698600361	notional-75	phase4	0	0	33	0	0	0	396	0	0	0	0	0	198	0	0	231	0	0	7
-7094895789698600361	notional-75	phase3	0	0	156	0	0	30	1440	0	0	0	0	0	654	0	0	840	0	0	7
-7094895789698600361	notional-75	phase5	0	0	48	0	0	0	534	0	0	0	0	0	288	0	0	336	0	0	7
-7094895789698600361	notional-75	phase1	0	0	173	0	0	30	4194	0	0	0	0	0	5173	0	0	5376	0	0	7
-7094895789698600361	notional-75	phase2	0	0	103	0	0	0	262	0	0	193	0	0	1545	0	0	1841	0	0	7
-2748118536293601165	notional-76	phase0	0	458	526	0	30	30	1539	0	293	365	0	2999	2859	0	3780	3780	0	3	3
-2748118536293601165	notional-76	phase4	0	66	33	0	0	0	99	0	0	0	0	33	66	0	99	99	0	3	3
-2748118536293601165	notional-76	phase3	0	240	120	0	0	9	360	0	0	70	0	120	161	0	360	360	0	3	3
-2748118536293601165	notional-76	phase5	0	96	48	0	0	21	144	0	0	0	0	48	75	0	144	144	0	3	3
-2748118536293601165	notional-76	phase1	0	145	278	0	58	30	1649	0	0	0	0	2101	1996	0	2304	2304	0	3	3
-2748118536293601165	notional-76	phase2	0	0	0	0	0	0	262	0	0	0	0	789	789	0	789	789	0	3	3
8109373041411865139	notional-77	phase0	468	663	515	0	30	30	1910	436	24	49	356	1803	1926	1260	2520	2520	1	2	2
8109373041411865139	notional-77	phase4	33	7	33	0	26	0	132	0	0	0	0	33	33	33	66	66	1	2	2
8109373041411865139	notional-77	phase3	120	0	120	0	4	0	480	0	0	0	0	236	120	120	240	240	1	2	2
8109373041411865139	notional-77	phase5	48	0	2	0	0	25	171	0	0	0	0	96	69	48	96	96	1	2	2
8109373041411865139	notional-77	phase1	363	0	0	0	0	0	1649	0	0	0	405	1536	1536	768	1536	1536	1	2	2
8109373041411865139	notional-77	phase2	0	55	0	0	0	0	262	0	1	0	263	470	526	263	526	526	1	2	2
-1562360769836469757	notional-77	phase0	0	335	335	0	30	0	1910	0	385	129	0	1770	2056	0	2520	2520	0	2	2
-1562360769836469757	notional-77	phase4	0	0	66	0	0	0	132	0	0	0	0	66	0	0	66	66	0	2	2
-1562360769836469757	notional-77	phase3	0	0	191	0	0	30	480	0	0	0	0	240	19	0	240	240	0	2	2
-1562360769836469757	notional-77	phase5	0	4	48	0	0	0	171	0	0	0	0	92	48	0	96	96	0	2	2
-1562360769836469757	notional-77	phase1	0	331	30	0	30	30	1649	0	0	0	0	1175	1476	0	1536	1536	0	2	2
-1562360769836469757	notional-77	phase2	0	55	0	0	0	0	262	0	1	0	0	470	526	0	526	526	0	2	2
4672807064237209035	notional-78	phase0	515	0	0	0	0	0	1451	389	0	0	356	0	0	1260	0	0	1	0	0
4672807064237209035	notional-78	phase4	33	0	0	0	0	0	99	0	0	0	0	0	0	33	0	0	1	0	0
4672807064237209035	notional-78	phase3	120	0	0	0	0	0	360	0	0	0	0	0	0	120	0	0	1	0	0
4672807064237209035	notional-78	phase5	48	0	0	0	0	0	144	0	0	0	0	0	0	48	0	0	1	0	0
4672807064237209035	notional-78	phase1	363	0	0	0	0	0	1649	0	0	0	405	0	0	768	0	0	1	0	0
4672807064237209035	notional-78	phase2	0	0	0	0	0	0	262	0	0	0	263	0	0	263	0	0	1	0	0
3435817735810259451	notional-79	phase0	439	0	0	0	0	0	439	118	0	359	703	0	901	1260	0	1260	1	0	1
3435817735810259451	notional-79	phase4	33	0	0	0	0	0	33	0	0	6	0	0	27	33	0	33	1	0	1
3435817735810259451	notional-79	phase3	120	0	0	0	0	0	120	0	0	0	0	0	120	120	0	120	1	0	1
3435817735810259451	notional-79	phase5	48	0	0	0	0	0	48	0	0	0	0	0	48	48	0	48	1	0	1
3435817735810259451	notional-79	phase1	545	0	0	0	0	0	545	1	0	0	0	0	546	546	0	546	1	0	1
4777485944374642158	notional-79	phase0	0	0	439	0	0	0	439	0	0	228	0	0	593	0	0	1260	0	0	1
4777485944374642158	notional-79	phase4	0	0	33	0	0	0	33	0	0	0	0	0	0	0	0	33	0	0	1
4777485944374642158	notional-79	phase3	0	0	120	0	0	0	120	0	0	0	0	0	0	0	0	120	0	0	1
4777485944374642158	notional-79	phase5	0	0	48	0	0	0	48	0	0	0	0	0	0	0	0	48	0	0	1
4777485944374642158	notional-79	phase1	0	0	545	0	0	0	545	0	0	1	0	0	0	0	0	546	0	0	1
6675537870138927602	notional-80	phase0	476	0	0	0	0	0	952	74	0	0	710	0	0	1260	0	0	1	0	0
6675537870138927602	notional-80	phase4	33	0	0	0	0	0	66	0	0	0	0	0	0	33	0	0	1	0	0
6675537870138927602	notional-80	phase3	120	0	0	0	0	0	240	0	0	0	0	0	0	120	0	0	1	0	0
6675537870138927602	notional-80	phase5	48	0	0	0	0	0	96	0	0	0	0	0	0	48	0	0	1	0	0
6675537870138927602	notional-80	phase1	768	0	0	0	0	0	1286	0	0	0	0	0	0	768	0	0	1	0	0
6675537870138927602	notional-80	phase2	262	0	0	0	0	0	262	1	0	0	0	0	0	263	0	0	1	0	0
8939106122845968140	notional-81	phase0	874	0	0	30	0	0	1712	0	0	0	356	0	0	1260	0	0	1	0	0
8939106122845968140	notional-81	phase4	33	0	0	0	0	0	66	0	0	0	0	0	0	33	0	0	1	0	0
8939106122845968140	notional-81	phase3	120	0	0	0	0	0	240	0	0	0	0	0	0	120	0	0	1	0	0
8939106122845968140	notional-81	phase5	48	0	0	0	0	0	96	0	0	0	0	0	0	48	0	0	1	0	0
8939106122845968140	notional-81	phase1	360	0	0	3	0	0	1054	0	0	0	92	0	0	455	0	0	1	0	0
-8685551807516337141	notional-82	phase0	3744	2653	0	121	270	0	25460	93	52	0	2342	9625	0	6300	12600	0	5	10	0
-8685551807516337141	notional-82	phase4	165	51	0	0	1	0	1584	0	0	0	0	278	0	165	330	0	5	10	0
-8685551807516337141	notional-82	phase3	600	314	0	0	29	0	5760	0	0	0	0	857	0	600	1200	0	5	10	0
-8685551807516337141	notional-82	phase5	240	144	0	0	0	0	2220	0	0	0	0	336	0	240	480	0	5	10	0
-8685551807516337141	notional-82	phase1	2384	1564	0	74	133	0	16176	0	0	0	1382	5983	0	3840	7680	0	5	10	0
-8685551807516337141	notional-82	phase2	0	209	0	0	30	0	524	612	226	0	2093	4945	0	2705	5410	0	5	10	0
-3074781566651420447	notional-82	phase0	3113	2792	0	90	270	0	25460	287	71	0	1550	9467	0	5040	12600	0	4	10	0
-3074781566651420447	notional-82	phase4	132	71	0	0	0	0	1584	0	0	0	0	259	0	132	330	0	4	10	0
-3074781566651420447	notional-82	phase3	480	309	0	0	30	0	5760	0	0	0	0	861	0	480	1200	0	4	10	0
-3074781566651420447	notional-82	phase5	192	164	0	0	0	0	2220	0	0	0	0	316	0	192	480	0	4	10	0
-3074781566651420447	notional-82	phase1	1854	1214	0	3	136	0	16176	0	0	0	1215	6330	0	3072	7680	0	4	10	0
-3074781566651420447	notional-82	phase2	262	103	0	0	0	0	524	840	658	0	1062	4649	0	2164	5410	0	4	10	0
5858410151441704057	notional-82	phase0	1903	2655	0	63	185	0	25460	0	41	0	1814	9719	0	3780	12600	0	3	10	0
5858410151441704057	notional-82	phase4	99	115	0	0	22	0	1584	0	0	0	0	193	0	99	330	0	3	10	0
5858410151441704057	notional-82	phase3	360	466	0	0	38	0	5760	0	0	0	0	696	0	360	1200	0	3	10	0
5858410151441704057	notional-82	phase5	144	146	0	0	25	0	2220	0	0	0	0	309	0	144	480	0	3	10	0
5858410151441704057	notional-82	phase1	1799	1168	0	70	136	0	16176	10	0	0	425	6376	0	2304	7680	0	3	10	0
5858410151441704057	notional-82	phase2	0	55	0	0	0	0	524	0	389	0	1623	4966	0	1623	5410	0	3	10	0
-3628685116169636004	notional-82	phase0	1605	2680	0	36	250	0	25460	24	83	0	855	9587	0	2520	12600	0	2	10	0
-3628685116169636004	notional-82	phase4	66	43	0	0	28	0	1584	0	0	0	0	259	0	66	330	0	2	10	0
-3628685116169636004	notional-82	phase3	240	240	0	0	2	0	5760	0	0	0	0	958	0	240	1200	0	2	10	0
-3628685116169636004	notional-82	phase5	96	132	0	0	0	0	2220	0	0	0	0	348	0	96	480	0	2	10	0
-3628685116169636004	notional-82	phase1	842	1935	0	30	166	0	16176	0	0	0	664	5579	0	1536	7680	0	2	10	0
-3628685116169636004	notional-82	phase2	0	114	0	0	0	0	524	286	558	0	796	4738	0	1082	5410	0	2	10	0
4886339582209310146	notional-82	phase0	838	2705	0	30	241	0	25460	0	215	0	392	9439	0	1260	12600	0	1	10	0
4886339582209310146	notional-82	phase4	33	101	0	0	0	0	1584	0	0	0	0	229	0	33	330	0	1	10	0
4886339582209310146	notional-82	phase3	120	541	0	0	30	0	5760	0	0	0	0	629	0	120	1200	0	1	10	0
4886339582209310146	notional-82	phase5	48	240	0	0	0	0	2220	0	0	0	0	240	0	48	480	0	1	10	0
4886339582209310146	notional-82	phase1	396	1203	0	30	144	0	16176	0	0	0	342	6333	0	768	7680	0	1	10	0
4886339582209310146	notional-82	phase2	0	206	0	0	0	0	524	153	889	0	388	4315	0	541	5410	0	1	10	0
-808238831768852412	notional-82	phase0	0	2934	0	0	231	0	25460	0	0	0	0	9435	0	0	12600	0	0	10	0
-808238831768852412	notional-82	phase4	0	74	0	0	33	0	1584	0	0	0	0	223	0	0	330	0	0	10	0
-808238831768852412	notional-82	phase3	0	240	0	0	30	0	5760	0	0	0	0	930	0	0	1200	0	0	10	0
-808238831768852412	notional-82	phase5	0	143	0	0	0	0	2220	0	0	0	0	337	0	0	480	0	0	10	0
-808238831768852412	notional-82	phase1	0	919	0	0	106	0	16176	0	0	0	0	6655	0	0	7680	0	0	10	0
-808238831768852412	notional-82	phase2	0	206	0	0	0	0	524	0	884	0	0	4320	0	0	5410	0	0	10	0
7336586390652092162	notional-83	phase0	0	0	596	0	0	0	6109	0	0	117	0	0	3067	0	0	3780	0	0	3
7336586390652092162	notional-83	phase4	0	0	99	0	0	0	396	0	0	0	0	0	0	0	0	99	0	0	3
7336586390652092162	notional-83	phase3	0	0	238	0	0	35	1440	0	0	0	0	0	87	0	0	360	0	0	3
7336586390652092162	notional-83	phase5	0	0	48	0	0	25	555	0	0	0	0	0	71	0	0	144	0	0	3
7336586390652092162	notional-83	phase1	0	0	24	0	0	19	7163	0	0	0	0	0	2261	0	0	2304	0	0	3
7336586390652092162	notional-83	phase2	0	0	0	0	0	0	1048	0	0	0	0	0	1623	0	0	1623	0	0	3
7478119949172040552	notional-84	phase0	0	0	43147	0	0	2508	52574	0	0	26913	0	0	159272	0	0	231840	0	0	184
7478119949172040552	notional-84	phase4	0	0	1552	0	0	362	3597	0	0	0	0	0	4158	0	0	6072	0	0	184
7478119949172040552	notional-84	phase3	0	0	6020	0	0	455	13080	0	0	0	0	0	15605	0	0	22080	0	0	184
7478119949172040552	notional-84	phase5	0	0	2766	0	0	139	5064	0	0	0	0	0	5927	0	0	8832	0	0	184
7478119949172040552	notional-84	phase1	0	0	10913	0	0	1177	63177	0	0	0	0	0	129222	0	0	141312	0	0	184
7478119949172040552	notional-84	phase2	0	0	7004	0	0	136	12799	0	0	18082	0	0	74322	0	0	99544	0	0	184
-5395552748538625027	notional-85	phase0	393	0	5122	0	0	467	6774	511	0	3012	356	0	15339	1260	0	23940	1	0	19
-5395552748538625027	notional-85	phase4	33	0	38	0	0	13	330	0	0	0	0	0	576	33	0	627	1	0	19
-5395552748538625027	notional-85	phase3	120	0	289	0	0	0	1200	0	0	0	0	0	1991	120	0	2280	1	0	19
-5395552748538625027	notional-85	phase5	48	0	288	0	0	0	459	0	0	0	0	0	624	48	0	912	1	0	19
-5395552748538625027	notional-85	phase1	363	0	2400	0	0	270	6231	0	0	32	405	0	11890	768	0	14592	1	0	19
-5395552748538625027	notional-85	phase2	0	0	798	0	0	60	1868	216	0	1554	325	0	7867	541	0	10279	1	0	19
6324354074606068561	notional-85	phase0	0	0	4758	0	0	300	6774	0	0	1494	0	0	17388	0	0	23940	0	0	19
6324354074606068561	notional-85	phase4	0	0	181	0	0	53	330	0	0	0	0	0	393	0	0	627	0	0	19
6324354074606068561	notional-85	phase3	0	0	477	0	0	127	1200	0	0	0	0	0	1676	0	0	2280	0	0	19
6324354074606068561	notional-85	phase5	0	0	307	0	0	0	459	0	0	0	0	0	605	0	0	912	0	0	19
6324354074606068561	notional-85	phase1	0	0	2355	0	0	270	6231	0	0	20	0	0	11947	0	0	14592	0	0	19
6324354074606068561	notional-85	phase2	0	0	616	0	0	60	1868	0	0	0	0	0	9603	0	0	10279	0	0	19
-6085931830980637962	notional-86	phase0	835	0	4318	30	0	312	18151	172	0	1474	223	0	12796	1260	0	18900	1	0	15
-6085931830980637962	notional-86	phase4	33	0	123	0	0	0	1089	0	0	0	0	0	372	33	0	495	1	0	15
-6085931830980637962	notional-86	phase3	120	0	522	0	0	60	3960	0	0	0	0	0	1218	120	0	1800	1	0	15
-6085931830980637962	notional-86	phase5	48	0	288	0	0	0	1458	0	0	0	0	0	432	48	0	720	1	0	15
-6085931830980637962	notional-86	phase1	399	0	1930	30	0	209	18022	0	0	0	339	0	9381	768	0	11520	1	0	15
