field-0	field-1	field-2	field-3	field-4	field-5	field-6	field-7	field-8	field-9	field-10	field-11	field-12	field-13	field-14	field-15	field-16	field-17	field-18	field-19	field-20	field-21
-5036358414957809070	notional-170	phase4	33	99	0	0	0	0	1485	0	0	0	0	165	0	33	264	0	1	8	0
-5036358414957809070	notional-170	phase3	120	360	0	0	0	0	5400	0	0	0	0	600	0	120	960	0	1	8	0
-5036358414957809070	notional-170	phase5	48	154	0	0	0	0	2097	0	0	0	0	230	0	48	384	0	1	8	0
-5036358414957809070	notional-170	phase1	436	1960	0	18	6	0	26975	0	0	0	314	4178	0	768	6144	0	1	8	0
-5036358414957809070	notional-170	phase2	0	1207	0	0	120	0	4986	125	399	0	416	2602	0	541	4328	0	1	8	0
-527604115073053741	notional-170	phase0	0	2536	0	0	120	0	27371	0	0	0	0	7424	0	0	10080	0	0	8	0
-527604115073053741	notional-170	phase4	0	189	0	0	0	0	1485	0	0	0	0	75	0	0	264	0	0	8	0
-527604115073053741	notional-170	phase3	0	763	0	0	30	0	5400	0	0	0	0	167	0	0	960	0	0	8	0
-527604115073053741	notional-170	phase5	0	288	0	0	0	0	2097	0	0	0	0	96	0	0	384	0	0	8	0
-527604115073053741	notional-170	phase1	0	2414	0	0	96	0	26975	0	0	0	0	3634	0	0	6144	0	0	8	0
-527604115073053741	notional-170	phase2	0	344	0	0	0	0	4986	0	100	0	0	3884	0	0	4328	0	0	8	0
-5134605764410929863	notional-171	phase0	1524	0	0	60	0	0	5175	0	0	0	936	0	0	2520	0	0	2	0	0
-5134605764410929863	notional-171	phase4	66	0	0	0	0	0	198	0	0	0	0	0	0	66	0	0	2	0	0
-5134605764410929863	notional-171	phase3	240	0	0	0	0	0	720	0	0	0	0	0	0	240	0	0	2	0	0
-5134605764410929863	notional-171	phase5	96	0	0	0	0	0	288	0	0	0	0	0	0	96	0	0	2	0	0
-5134605764410929863	notional-171	phase1	944	0	0	60	0	0	3953	0	0	0	532	0	0	1536	0	0	2	0	0
-5134605764410929863	notional-171	phase2	189	0	0	0	0	0	1669	0	0	0	893	0	0	1082	0	0	2	0	0
4160689069347328926	notional-171	phase0	874	0	0	30	0	0	5175	0	0	0	356	0	0	1260	0	0	1	0	0
4160689069347328926	notional-171	phase4	33	0	0	0	0	0	198	0	0	0	0	0	0	33	0	0	1	0	0
4160689069347328926	notional-171	phase3	120	0	0	0	0	0	720	0	0	0	0	0	0	120	0	0	1	0	0
4160689069347328926	notional-171	phase5	48	0	0	0	0	0	288	0	0	0	0	0	0	48	0	0	1	0	0
4160689069347328926	notional-171	phase1	360	0	0	30	0	0	3953	0	0	0	378	0	0	768	0	0	1	0	0
4160689069347328926	notional-171	phase2	189	0	0	0	0	0	1669	0	0	0	352	0	0	541	0	0	1	0	0
3525063468705435900	notional-172	phase0	539	1635	670	0	40	60	14081	145	669	24	576	6476	1766	1260	8820	2520	1	7	2
3525063468705435900	notional-172	phase4	33	108	0	0	44	0	858	0	0	0	0	79	66	33	231	66	1	7	2
3525063468705435900	notional-172	phase3	120	348	0	0	18	0	3120	0	0	0	0	474	240	120	840	240	1	7	2
3525063468705435900	notional-172	phase5	48	115	0	0	27	0	1227	0	0	0	0	194	96	48	336	96	1	7	2
3525063468705435900	notional-172	phase1	360	412	0	3	52	0	12916	0	0	0	405	4912	1536	768	5376	1536	1	7	2
3525063468705435900	notional-172	phase2	0	55	158	0	0	0	1572	0	1	2	263	1785	366	263	1841	526	1	7	2
5003251463430189334	notional-172	phase0	0	1948	670	0	150	54	14081	0	1628	0	0	5094	1796	0	8820	2520	0	7	2
5003251463430189334	notional-172	phase4	0	0	0	0	0	6	858	0	0	0	0	231	60	0	231	66	0	7	2
5003251463430189334	notional-172	phase3	0	8	0	0	0	0	3120	0	0	0	0	832	240	0	840	240	0	7	2
5003251463430189334	notional-172	phase5	0	48	0	0	0	0	1227	0	0	0	0	288	96	0	336	96	0	7	2
5003251463430189334	notional-172	phase1	0	614	0	0	60	0	12916	0	0	0	0	4702	1536	0	5376	1536	0	7	2
5003251463430189334	notional-172	phase2	0	316	0	0	0	0	1572	0	4	0	0	1521	526	0	1841	526	0	7	2
-7130232441265907610	notional-173	phase0	1445	0	4136	30	0	321	8148	621	0	1021	1684	0	14682	3780	0	20160	3	0	16
-7130232441265907610	notional-173	phase4	99	0	169	0	0	11	429	0	0	0	0	0	348	99	0	528	3	0	16
-7130232441265907610	notional-173	phase3	360	0	533	0	0	59	1560	0	0	0	0	0	1328	360	0	1920	3	0	16
-7130232441265907610	notional-173	phase5	144	0	255	0	0	22	624	0	0	0	0	0	491	144	0	768	3	0	16
-7130232441265907610	notional-173	phase1	1587	0	1567	90	0	183	7073	0	0	0	627	0	10538	2304	0	12288	3	0	16
-7130232441265907610	notional-173	phase2	0	0	457	0	0	60	524	0	0	1	789	0	3690	789	0	4208	3	0	16
-47291440141187772	notional-173	phase0	1247	0	4166	30	0	280	8148	482	0	1226	761	0	14488	2520	0	20160	2	0	16
-47291440141187772	notional-173	phase4	66	0	152	0	0	32	429	0	0	0	0	0	344	66	0	528	2	0	16
-47291440141187772	notional-173	phase3	240	0	359	0	0	88	1560	0	0	0	0	0	1473	240	0	1920	2	0	16
-47291440141187772	notional-173	phase5	96	0	174	0	0	0	624	0	0	0	0	0	594	96	0	768	2	0	16
-47291440141187772	notional-173	phase1	886	0	1569	60	0	134	7073	0	0	0	590	0	10585	1536	0	12288	2	0	16
-47291440141187772	notional-173	phase2	0	0	457	0	0	60	524	0	0	1	526	0	3690	526	0	4208	2	0	16
2351524706078306012	notional-173	phase0	803	0	4186	30	0	265	8148	116	0	1149	311	0	14560	1260	0	20160	1	0	16
2351524706078306012	notional-173	phase4	33	0	140	0	0	47	429	0	0	0	0	0	341	33	0	528	1	0	16
2351524706078306012	notional-173	phase3	120	0	532	0	0	49	1560	0	0	0	0	0	1339	120	0	1920	1	0	16
2351524706078306012	notional-173	phase5	48	0	163	0	0	54	624	0	0	0	0	0	551	48	0	768	1	0	16
2351524706078306012	notional-173	phase1	431	0	1297	30	0	124	7073	0	0	0	307	0	10867	768	0	12288	1	0	16
2351524706078306012	notional-173	phase2	0	0	484	0	0	60	524	0	0	2	263	0	3662	263	0	4208	1	0	16
8839313633802362763	notional-173	phase0	0	0	4274	0	0	383	8148	0	0	1449	0	0	14054	0	0	20160	0	0	16
8839313633802362763	notional-173	phase4	0	0	71	0	0	8	429	0	0	0	0	0	449	0	0	528	0	0	16
8839313633802362763	notional-173	phase3	0	0	331	0	0	30	1560	0	0	0	0	0	1559	0	0	1920	0	0	16
8839313633802362763	notional-173	phase5	0	0	233	0	0	0	624	0	0	0	0	0	535	0	0	768	0	0	16
8839313633802362763	notional-173	phase1	0	0	1829	0	0	210	7073	0	0	0	0	0	10249	0	0	12288	0	0	16
8839313633802362763	notional-173	phase2	0	0	365	0	0	30	524	0	0	62	0	0	3751	0	0	4208	0	0	16
6651786446519672912	notional-174	phase0	574	0	670	0	0	60	3612	91	0	67	595	0	1723	1260	0	2520	1	0	2
6651786446519672912	notional-174	phase4	33	0	0	0	0	0	198	0	0	0	0	0	66	33	0	66	1	0	2
6651786446519672912	notional-174	phase3	120	0	0	0	0	0	720	0	0	0	0	0	240	120	0	240	1	0	2
6651786446519672912	notional-174	phase5	48	0	0	0	0	0	288	0	0	0	0	0	96	48	0	96	1	0	2
6651786446519672912	notional-174	phase1	325	0	0	30	0	0	3924	0	0	0	413	0	1536	768	0	1536	1	0	2
6651786446519672912	notional-174	phase2	0	0	64	0	0	0	786	0	0	2	263	0	460	263	0	526	1	0	2
8195106992128538860	notional-174	phase0	0	0	619	0	0	30	3612	0	0	0	0	0	1871	0	0	2520	0	0	2
8195106992128538860	notional-174	phase4	0	0	33	0	0	0	198	0	0	0	0	0	33	0	0	66	0	0	2
8195106992128538860	notional-174	phase3	0	0	18	0	0	30	720	0	0	0	0	0	192	0	0	240	0	0	2
8195106992128538860	notional-174	phase5	0	0	0	0	0	0	288	0	0	0	0	0	96	0	0	96	0	0	2
8195106992128538860	notional-174	phase1	0	0	0	0	0	0	3924	0	0	0	0	0	1536	0	0	1536	0	0	2
8195106992128538860	notional-174	phase2	0	0	103	0	0	0	786	0	0	1	0	0	422	0	0	526	0	0	2
5785222332378365361	notional-175	phase0	464	2950	6923	0	236	532	11707	171	1257	2343	625	9417	21702	1260	13860	31500	1	11	25
5785222332378365361	notional-175	phase4	33	104	170	0	0	17	561	0	0	0	0	259	638	33	363	825	1	11	25
5785222332378365361	notional-175	phase3	120	506	823	0	0	30	2040	0	0	0	0	814	2147	120	1320	3000	1	11	25
5785222332378365361	notional-175	phase5	48	267	331	0	30	74	774	0	0	0	0	231	795	48	528	1200	1	11	25
5785222332378365361	notional-175	phase1	363	1571	1990	0	156	242	9842	0	21	0	405	6700	16968	768	8448	19200	1	11	25
5785222332378365361	notional-175	phase2	0	240	448	0	30	30	2392	216	430	2146	325	5251	10901	541	5951	13525	1	11	25
-8948821644857768907	notional-175	phase0	0	3373	6513	0	206	525	11707	0	183	1809	0	10098	22653	0	13860	31500	0	11	25
-8948821644857768907	notional-175	phase4	0	151	205	0	4	17	561	0	0	0	0	208	603	0	363	825	0	11	25
-8948821644857768907	notional-175	phase3	0	427	962	0	60	13	2040	0	0	0	0	833	2025	0	1320	3000	0	11	25
-8948821644857768907	notional-175	phase5	0	99	489	0	44	90	774	0	0	0	0	385	621	0	528	1200	0	11	25
-8948821644857768907	notional-175	phase1	0	148	3119	0	39	369	9842	0	0	0	0	8261	15712	0	8448	19200	0	11	25
-8948821644857768907	notional-175	phase2	0	178	480	0	0	60	2392	0	1000	1314	0	4773	11671	0	5951	13525	0	11	25
-4974081684390083392	notional-176	phase0	6932	240	0	214	30	0	54083	0	0	0	4194	990	0	11340	1260	0	9	1	0
-4974081684390083392	notional-176	phase4	297	0	0	0	0	0	3102	0	0	0	0	33	0	297	33	0	9	1	0
-4974081684390083392	notional-176	phase3	1080	84	0	0	0	0	11280	0	0	0	0	36	0	1080	120	0	9	1	0
-4974081684390083392	notional-176	phase5	432	48	0	0	0	0	4470	0	0	0	0	0	0	432	48	0	9	1	0
-4974081684390083392	notional-176	phase1	4174	203	0	113	0	0	62922	0	0	0	2625	565	0	6912	768	0	9	1	0
-4974081684390083392	notional-176	phase2	0	0	0	0	0	0	10530	1109	0	0	3760	541	0	4869	541	0	9	1	0
3615597443866990321	notional-176	phase0	6959	335	0	240	30	0	54083	0	0	0	2881	895	0	10080	1260	0	8	1	0
3615597443866990321	notional-176	phase4	264	0	0	0	0	0	3102	0	0	0	0	33	0	264	33	0	8	1	0
3615597443866990321	notional-176	phase3	960	0	0	0	0	0	11280	0	0	0	0	120	0	960	120	0	8	1	0
3615597443866990321	notional-176	phase5	384	0	0	0	0	0	4470	0	0	0	0	48	0	384	48	0	8	1	0
3615597443866990321	notional-176	phase1	2913	0	0	51	0	0	62922	0	0	0	3180	768	0	6144	768	0	8	1	0
3615597443866990321	notional-176	phase2	0	103	0	0	0	0	10530	1668	262	0	2660	176	0	4328	541	0	8	1	0
2036767131247236682	notional-176	phase0	5982	210	0	153	0	0	54083	0	0	0	2685	1050	0	8820	1260	0	7	1	0
2036767131247236682	notional-176	phase4	231	33	0	0	0	0	3102	0	0	0	0	0	0	231	33	0	7	1	0
2036767131247236682	notional-176	phase3	840	92	0	0	28	0	11280	0	0	0	0	0	0	840	120	0	7	1	0
2036767131247236682	notional-176	phase5	336	0	0	0	2	0	4470	0	0	0	0	46	0	336	48	0	7	1	0
2036767131247236682	notional-176	phase1	2656	0	0	59	0	0	62922	0	0	0	2661	768	0	5376	768	0	7	1	0
2036767131247236682	notional-176	phase2	0	0	0	0	0	0	10530	1338	0	0	2449	541	0	3787	541	0	7	1	0
-529811801760983485	notional-176	phase0	4848	240	0	143	30	0	54083	0	0	0	2569	990	0	7560	1260	0	6	1	0
-529811801760983485	notional-176	phase4	198	2	0	0	0	0	3102	0	0	0	0	31	0	198	33	0	6	1	0
-529811801760983485	notional-176	phase3	720	120	0	0	0	0	11280	0	0	0	0	0	0	720	120	0	6	1	0
-529811801760983485	notional-176	phase5	288	48	0	0	0	0	4470	0	0	0	0	0	0	288	48	0	6	1	0
-529811801760983485	notional-176	phase1	2556	165	0	99	6	0	62922	0	0	0	1953	597	0	4608	768	0	6	1	0
-529811801760983485	notional-176	phase2	0	0	0	0	0	0	10530	884	0	0	2362	541	0	3246	541	0	6	1	0
3992219277445169385	notional-176	phase0	3647	240	0	150	30	0	54083	0	0	0	2503	990	0	6300	1260	0	5	1	0
3992219277445169385	notional-176	phase4	165	0	0	0	0	0	3102	0	0	0	0	33	0	165	33	0	5	1	0
3992219277445169385	notional-176	phase3	600	72	0	0	0	0	11280	0	0	0	0	48	0	600	120	0	5	1	0
3992219277445169385	notional-176	phase5	240	48	0	0	0	0	4470	0	0	0	0	0	0	240	48	0	5	1	0
3992219277445169385	notional-176	phase1	2523	215	0	50	30	0	62922	0	0	0	1267	523	0	3840	768	0	5	1	0
3992219277445169385	notional-176	phase2	0	0	0	0	0	0	10530	648	0	0	2057	541	0	2705	541	0	5	1	0
-8044203188721520183	notional-176	phase0	3128	335	0	83	20	0	54083	0	0	0	1829	905	0	5040	1260	0	4	1	0
-8044203188721520183	notional-176	phase4	132	0	0	0	0	0	3102	0	0	0	0	33	0	132	33	0	4	1	0
-8044203188721520183	notional-176	phase3	480	0	0	0	0	0	11280	0	0	0	0	120	0	480	120	0	4	1	0
-8044203188721520183	notional-176	phase5	192	0	0	0	0	0	4470	0	0	0	0	48	0	192	48	0	4	1	0
-8044203188721520183	notional-176	phase1	1808	0	0	58	0	0	62922	0	0	0	1206	768	0	3072	768	0	4	1	0
-8044203188721520183	notional-176	phase2	0	47	0	0	0	0	10530	461	279	0	1703	215	0	2164	541	0	4	1	0
6385706350265192042	notional-176	phase0	2622	240	0	90	30	0	54083	0	0	0	1068	990	0	3780	1260	0	3	1	0
6385706350265192042	notional-176	phase4	99	0	0	0	0	0	3102	0	0	0	0	33	0	99	33	0	3	1	0
6385706350265192042	notional-176	phase3	360	0	0	0	0	0	11280	0	0	0	0	120	0	360	120	0	3	1	0
6385706350265192042	notional-176	phase5	144	0	0	0	0	0	4470	0	0	0	0	48	0	144	48	0	3	1	0
6385706350265192042	notional-176	phase1	1080	335	0	9	1	0	62922	0	0	0	1215	432	0	2304	768	0	3	1	0
6385706350265192042	notional-176	phase2	0	0	0	0	0	0	10530	648	0	0	975	541	0	1623	541	0	3	1	0
7264976779489216682	notional-176	phase0	1296	335	0	33	30	0	54083	0	0	0	1191	895	0	2520	1260	0	2	1	0
7264976779489216682	notional-176	phase4	66	0	0	0	0	0	3102	0	0	0	0	33	0	66	33	0	2	1	0
7264976779489216682	notional-176	phase3	240	0	0	0	0	0	11280	0	0	0	0	120	0	240	120	0	2	1	0
7264976779489216682	notional-176	phase5	96	0	0	0	0	0	4470	0	0	0	0	48	0	96	48	0	2	1	0
7264976779489216682	notional-176	phase1	1172	0	0	60	0	0	62922	0	0	0	304	768	0	1536	768	0	2	1	0
7264976779489216682	notional-176	phase2	0	103	0	0	0	0	10530	77	262	0	1005	176	0	1082	541	0	2	1	0
-6170007943787720950	notional-176	phase0	874	240	0	30	30	0	54083	0	0	0	356	990	0	1260	1260	0	1	1	0
-6170007943787720950	notional-176	phase4	33	0	0	0	0	0	3102	0	0	0	0	33	0	33	33	0	1	1	0
-6170007943787720950	notional-176	phase3	120	6	0	0	0	0	11280	0	0	0	0	114	0	120	120	0	1	1	0
-6170007943787720950	notional-176	phase5	48	48	0	0	0	0	4470	0	0	0	0	0	0	48	48	0	1	1	0
-6170007943787720950	notional-176	phase1	360	281	0	3	30	0	62922	0	0	0	405	457	0	768	768	0	1	1	0
-6170007943787720950	notional-176	phase2	0	0	0	0	0	0	10530	216	0	0	325	541	0	541	541	0	1	1	0
2944393089811140412	notional-176	phase0	0	189	0	0	0	0	54083	0	0	0	0	1071	0	0	1260	0	0	1	0
2944393089811140412	notional-176	phase4	0	33	0	0	0	0	3102	0	0	0	0	0	0	0	33	0	0	1	0
2944393089811140412	notional-176	phase3	0	113	0	0	7	0	11280	0	0	0	0	0	0	0	120	0	0	1	0
2944393089811140412	notional-176	phase5	0	0	0	0	23	0	4470	0	0	0	0	25	0	0	48	0	0	1	0
2944393089811140412	notional-176	phase1	0	0	0	0	0	0	62922	0	0	0	0	768	0	0	768	0	0	1	0
2944393089811140412	notional-176	phase2	0	0	0	0	0	0	10530	0	0	0	0	541	0	0	541	0	0	1	0
-8662537832347903969	notional-177	phase0	958	0	4509	0	0	364	7031	850	0	968	712	0	14319	2520	0	20160	2	0	16
-8662537832347903969	notional-177	phase4	66	0	104	0	0	27	330	0	0	0	0	0	397	66	0	528	2	0	16
-8662537832347903969	notional-177	phase3	240	0	398	0	0	52	1200	0	0	0	0	0	1470	240	0	1920	2	0	16
-8662537832347903969	notional-177	phase5	96	0	202	0	0	8	459	0	0	0	0	0	558	96	0	768	2	0	16
-8662537832347903969	notional-177	phase1	840	0	1525	60	0	176	6163	0	0	0	636	0	10587	1536	0	12288	2	0	16
-8662537832347903969	notional-177	phase2	0	0	452	0	0	30	786	0	0	31	526	0	3695	526	0	4208	2	0	16
6735118498617410369	notional-177	phase0	810	0	4190	30	0	362	7031	304	0	1837	116	0	13771	1260	0	20160	1	0	16
6735118498617410369	notional-177	phase4	33	0	104	0	0	0	330	0	0	0	0	0	424	33	0	528	1	0	16
6735118498617410369	notional-177	phase3	120	0	399	0	0	52	1200	0	0	0	0	0	1469	120	0	1920	1	0	16
6735118498617410369	notional-177	phase5	48	0	192	0	0	8	459	0	0	0	0	0	568	48	0	768	1	0	16
6735118498617410369	notional-177	phase1	424	0	1551	30	0	176	6163	0	0	0	314	0	10561	768	0	12288	1	0	16
6735118498617410369	notional-177	phase2	0	0	480	0	0	60	786	0	0	2	263	0	3666	263	0	4208	1	0	16
-2004576048717727795	notional-177	phase0	0	0	4753	0	0	442	7031	0	0	364	0	0	14601	0	0	20160	0	0	16
-2004576048717727795	notional-177	phase4	0	0	71	0	0	0	330	0	0	0	0	0	457	0	0	528	0	0	16
-2004576048717727795	notional-177	phase3	0	0	358	0	0	21	1200	0	0	0	0	0	1541	0	0	1920	0	0	16
-2004576048717727795	notional-177	phase5	0	0	144	0	0	9	459	0	0	0	0	0	615	0	0	768	0	0	16
-2004576048717727795	notional-177	phase1	0	0	1234	0	0	150	6163	0	0	0	0	0	10904	0	0	12288	0	0	16
-2004576048717727795	notional-177	phase2	0	0	169	0	0	0	786	0	0	3	0	0	4036	0	0	4208	0	0	16
1420687517387945238	notional-178	phase0	551	847	335	30	60	30	6588	0	20	0	679	2853	895	1260	3780	1260	1	3	1
1420687517387945238	notional-178	phase4	33	52	0	0	0	0	363	0	0	0	0	47	33	33	99	33	1	3	1
1420687517387945238	notional-178	phase3	120	150	0	0	30	0	1320	0	0	0	0	180	120	120	360	120	1	3	1
1420687517387945238	notional-178	phase5	48	48	0	0	0	0	465	0	0	0	0	96	48	48	144	48	1	3	1
1420687517387945238	notional-178	phase1	683	148	0	30	30	0	4910	0	0	0	55	2126	768	768	2304	768	1	3	1
1420687517387945238	notional-178	phase2	0	150	0	0	0	0	1111	0	1	0	326	827	326	326	978	326	1	3	1
-8509138233254313626	notional-178	phase0	0	720	335	0	90	30	6588	0	0	0	0	2970	895	0	3780	1260	0	3	1
-8509138233254313626	notional-178	phase4	0	38	0	0	0	0	363	0	0	0	0	61	33	0	99	33	0	3	1
-8509138233254313626	notional-178	phase3	0	240	0	0	0	0	1320	0	0	0	0	120	120	0	360	120	0	3	1
-8509138233254313626	notional-178	phase5	0	96	0	0	0	0	465	0	0	0	0	48	48	0	144	48	0	3	1
-8509138233254313626	notional-178	phase1	0	631	0	0	60	0	4910	0	0	0	0	1613	768	0	2304	768	0	3	1
-8509138233254313626	notional-178	phase2	0	0	100	0	0	0	1111	0	0	1	0	978	225	0	978	326	0	3	1
-3604584574085696442	notional-179	phase0	0	910	6000	0	58	440	26667	0	354	2287	0	2458	20253	0	3780	28980	0	3	23
-3604584574085696442	notional-179	phase4	0	0	151	0	0	24	1551	0	0	0	0	99	584	0	99	759	0	3	23
-3604584574085696442	notional-179	phase3	0	0	646	0	0	66	5640	0	0	0	0	360	2048	0	360	2760	0	3	23
-3604584574085696442	notional-179	phase5	0	0	576	0	0	0	2193	0	0	0	0	144	528	0	144	1104	0	3	23
-3604584574085696442	notional-179	phase1	0	670	3407	0	60	408	25475	0	0	0	0	1574	13849	0	2304	17664	0	3	23
-3604584574085696442	notional-179	phase2	0	189	1429	0	0	125	5107	0	137	274	0	1297	10615	0	1623	12443	0	3	23
-7767886342361224182	notional-180	phase0	874	575	2226	30	60	180	8003	0	0	0	356	1885	7674	1260	2520	10080	1	2	8
-7767886342361224182	notional-180	phase4	33	0	91	0	0	13	330	0	0	0	0	66	160	33	66	264	1	2	8
-7767886342361224182	notional-180	phase3	120	0	356	0	0	21	1200	0	0	0	0	240	583	120	240	960	1	2	8
-7767886342361224182	notional-180	phase5	48	0	123	0	0	26	459	0	0	0	0	96	235	48	96	384	1	2	8
-7767886342361224182	notional-180	phase1	360	335	604	30	30	90	5618	0	0	0	378	1171	5450	768	1536	6144	1	2	8
-7767886342361224182	notional-180	phase2	142	34	696	0	0	60	2147	47	0	0	352	1048	3572	541	1082	4328	1	2	8
493620696264573684	notional-180	phase0	0	480	2057	0	60	210	8003	0	0	0	0	1980	7813	0	2520	10080	0	2	8
493620696264573684	notional-180	phase4	0	19	71	0	0	0	330	0	0	0	0	47	193	0	66	264	0	2	8
493620696264573684	notional-180	phase3	0	120	383	0	0	5	1200	0	0	0	0	120	572	0	240	960	0	2	8
493620696264573684	notional-180	phase5	0	92	144	0	0	25	459	0	0	0	0	4	215	0	96	384	0	2	8
493620696264573684	notional-180	phase1	0	439	1225	0	60	150	5618	0	0	0	0	1037	4769	0	1536	6144	0	2	8
493620696264573684	notional-180	phase2	0	0	480	0	0	60	2147	0	0	0	0	1082	3788	0	1082	4328	0	2	8
6686865412015749194	notional-181	phase0	874	549	240	30	30	30	13743	0	0	0	356	1941	990	1260	2520	1260	1	2	1
6686865412015749194	notional-181	phase4	33	33	19	0	0	0	726	0	0	0	0	33	14	33	66	33	1	2	1
6686865412015749194	notional-181	phase3	120	88	120	0	30	0	2640	0	0	0	0	122	0	120	240	120	1	2	1
6686865412015749194	notional-181	phase5	48	0	48	0	0	0	972	0	0	0	0	96	0	48	96	48	1	2	1
6686865412015749194	notional-181	phase1	360	0	148	3	0	30	11177	0	0	0	405	1536	590	768	1536	768	1	2	1
6686865412015749194	notional-181	phase2	216	240	0	0	30	0	3258	0	0	0	325	812	541	541	1082	541	1	2	1
6589909811013367433	notional-181	phase0	0	670	240	0	60	30	13743	0	0	0	0	1790	990	0	2520	1260	0	2	1
6589909811013367433	notional-181	phase4	0	0	0	0	0	0	726	0	0	0	0	66	33	0	66	33	0	2	1
6589909811013367433	notional-181	phase3	0	0	0	0	0	0	2640	0	0	0	0	240	120	0	240	120	0	2	1
6589909811013367433	notional-181	phase5	0	0	39	0	0	0	972	0	0	0	0	96	9	0	96	48	0	2	1
6589909811013367433	notional-181	phase1	0	0	296	0	0	30	11177	0	0	0	0	1536	442	0	1536	768	0	2	1
6589909811013367433	notional-181	phase2	0	452	0	0	30	0	3258	0	0	0	0	600	541	0	1082	541	0	2	1
2575588197121449184	notional-182	phase0	8614	0	24619	300	0	1829	79918	148	0	41	3538	0	86911	12600	0	113400	10	0	90
2575588197121449184	notional-182	phase4	330	0	897	0	0	83	4125	0	0	0	0	0	1990	330	0	2970	10	0	90
2575588197121449184	notional-182	phase3	1200	0	3388	0	0	423	15000	0	0	0	0	0	6989	1200	0	10800	10	0	90
2575588197121449184	notional-182	phase5	480	0	1052	0	0	147	5769	0	0	0	0	0	3121	480	0	4320	10	0	90
2575588197121449184	notional-182	phase1	3615	0	10224	15	0	834	69705	0	0	0	4050	0	58062	7680	0	69120	10	0	90
2575588197121449184	notional-182	phase2	0	0	4434	0	0	380	15958	2160	0	3290	3250	0	40586	5410	0	48690	10	0	90
-6477673006501882119	notional-182	phase0	7479	0	25243	250	0	2017	79918	151	0	505	3460	0	85635	11340	0	113400	9	0	90
-6477673006501882119	notional-182	phase4	297	0	826	0	0	175	4125	0	0	0	0	0	1969	297	0	2970	9	0	90
-6477673006501882119	notional-182	phase3	1080	0	3665	0	0	277	15000	0	0	0	0	0	6858	1080	0	10800	9	0	90
-6477673006501882119	notional-182	phase5	432	0	1627	0	0	74	5769	0	0	0	0	0	2619	432	0	4320	9	0	90
-6477673006501882119	notional-182	phase1	3568	0	10329	80	0	1049	69705	0	0	0	3264	0	57742	6912	0	69120	9	0	90
-6477673006501882119	notional-182	phase2	0	0	4481	0	0	330	15958	1630	0	3627	3239	0	40252	4869	0	48690	9	0	90
4261760003194945033	notional-182	phase0	6442	0	26191	240	0	2201	79918	178	0	123	3220	0	84885	10080	0	113400	8	0	90
4261760003194945033	notional-182	phase4	264	0	682	0	0	49	4125	0	0	0	0	0	2239	264	0	2970	8	0	90
4261760003194945033	notional-182	phase3	960	0	2774	0	0	289	15000	0	0	0	0	0	7737	960	0	10800	8	0	90
4261760003194945033	notional-182	phase5	384	0	1204	0	0	72	5769	0	0	0	0	0	3044	384	0	4320	8	0	90
4261760003194945033	notional-182	phase1	3372	0	8629	180	0	712	69705	0	0	0	2592	0	59779	6144	0	69120	8	0	90
4261760003194945033	notional-182	phase2	0	0	5464	0	0	360	15958	1089	0	7322	3239	0	35544	4328	0	48690	8	0	90
-8742318597782000037	notional-182	phase0	5862	0	24727	210	0	2095	79918	291	0	923	2457	0	85655	8820	0	113400	7	0	90
-8742318597782000037	notional-182	phase4	231	0	808	0	0	132	4125	0	0	0	0	0	2030	231	0	2970	7	0	90
-8742318597782000037	notional-182	phase3	840	0	3629	0	0	248	15000	0	0	0	0	0	6923	840	0	10800	7	0	90
-8742318597782000037	notional-182	phase5	336	0	1786	0	0	58	5769	0	0	0	0	0	2476	336	0	4320	7	0	90
-8742318597782000037	notional-182	phase1	2776	0	12376	48	0	1264	69705	0	0	0	2552	0	55480	5376	0	69120	7	0	90
-8742318597782000037	notional-182	phase2	0	0	3979	0	0	345	15958	1296	0	2267	2491	0	42099	3787	0	48690	7	0	90
-3143405489329922155	notional-182	phase0	4992	0	25552	180	0	2079	79918	0	0	36	2388	0	85733	7560	0	113400	6	0	90
-3143405489329922155	notional-182	phase4	198	0	755	0	0	76	4125	0	0	0	0	0	2139	198	0	2970	6	0	90
-3143405489329922155	notional-182	phase3	720	0	2956	0	0	359	15000	0	0	0	0	0	7485	720	0	10800	6	0	90
-3143405489329922155	notional-182	phase5	288	0	1211	0	0	13	5769	0	0	0	0	0	3096	288	0	4320	6	0	90
-3143405489329922155	notional-182	phase1	2412	0	11216	45	0	961	69705	0	0	0	2151	0	56943	4608	0	69120	6	0	90
-3143405489329922155	notional-182	phase2	0	0	4301	0	0	321	15958	1080	0	4009	2166	0	40059	3246	0	48690	6	0	90
-3102749411604816509	notional-182	phase0	4076	0	24500	150	0	2086	79918	6	0	562	2068	0	86252	6300	0	113400	5	0	90
-3102749411604816509	notional-182	phase4	165	0	823	0	0	100	4125	0	0	0	0	0	2047	165	0	2970	5	0	90
-3102749411604816509	notional-182	phase3	600	0	3502	0	0	297	15000	0	0	0	0	0	7001	600	0	10800	5	0	90
-3102749411604816509	notional-182	phase5	240	0	1611	0	0	74	5769	0	0	0	0	0	2635	240	0	4320	5	0	90
-3102749411604816509	notional-182	phase1	2094	0	12876	42	0	1119	69705	0	0	0	1704	0	55125	3840	0	69120	5	0	90
